あぞうじやま,安蔵寺山,34.47722222,131.9672222,1263m,島根県,中国山地西部,https://maps.gsi.go.jp/#15/34.477222222222224/131.96722222222223
あそさん,阿蘇山,32.88444444,131.1038889,1592m,熊本県,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88444444444444/131.1038888888889
あそさん,阿蘇山,32.88361111,131.1444444,1433m,熊本県,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88361111111111/131.14444444444444
あそさん,阿蘇山,32.88361111,131.0969444,1506m,熊本県,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88361111111111/131.09694444444446
あそさん,阿蘇山,32.8925,131.0580556,1326m,熊本県,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.8925/131.05805555555557
あそさん,阿蘇山,32.87361111,131.0580556,1337m,熊本県,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.87361111111111/131.05805555555557
あたごやま,愛宕山,35.115,139.9869444,408m,千葉県,房総・三浦,https://maps.gsi.go.jp/#15/35.115/139.98694444444442
あたごやま,愛宕山,35.06027778,135.6341667,924m,京都府,丹波高地,https://maps.gsi.go.jp/#15/35.06027777777778/135.63416666666666
あだたらやま,安達太良山,37.63305556,140.2830556,1709m,福島県,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.63305555555556/140.28305555555556
あだたらやま,安達太良山,37.62111111,140.2877778,1700m,福島県,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.62111111111111/140.28777777777776
あだちやま（きりがたけ）,足立山（霧ヶ岳）,33.85944444,130.9172222,598m,福岡県,筑紫山地,https://maps.gsi.go.jp/#15/33.85944444444445/130.91722222222222
あっかもり,安家森,40.03805556,141.5411111,1239m,岩手県,北上高地,https://maps.gsi.go.jp/#15/40.03805555555555/141.54111111111112
あづまやさん,吾妻耶山,36.74638889,138.9272222,1341m,群馬県,越後山脈,https://maps.gsi.go.jp/#15/36.74638888888889/138.9272222222222
あつみだけ,温海岳,38.62,139.6308333,736m,山形県,朝日山地,https://maps.gsi.go.jp/#15/38.62/139.63083333333333
あとさぬぷり（いおうざん）,アトサヌプリ（硫黄山）,43.61027778,144.4386111,508m,北海道,知床・阿寒,https://maps.gsi.go.jp/#15/43.61027777777778/144.43861111111113
あべあらくらだけ,安倍荒倉岳,35.62305556,138.2030556,2693m,長野県 静岡県,赤石山脈北部,https://maps.gsi.go.jp/#15/35.62305555555555/138.20305555555555
あぽいだけ,アポイ岳,42.10777778,143.0255556,810m,北海道,日高山脈,https://maps.gsi.go.jp/#15/42.10777777777778/143.02555555555557
あまかざりやま,雨飾山,36.90194444,137.9625,1963m,新潟県 長野県,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.901944444444446/137.96249999999998
あまがだけ,尼ケ岳,34.5575,136.2197222,957m,三重県,高見山地,https://maps.gsi.go.jp/#15/34.5575/136.21972222222223
あまぎさん,天城山,34.86277778,139.0016667,1406m,静岡県,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/34.86277777777778/139.00166666666666
あまごいだけ,雨乞岳,35.02111111,136.3841667,1238m,滋賀県,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.02111111111111/136.38416666666666
あまのかぐやま,天香久山,34.49583333,135.8183333,152m,奈良県,奈良盆地,https://maps.gsi.go.jp/#15/34.49583333333334/135.81833333333333
あまめがくら,天女ヶ倉,30.74361111,131.0533333,238m,鹿児島県,大隅諸島（種子島）,https://maps.gsi.go.jp/#15/30.74361111111111/131.05333333333334
あみがさやま,編笠山,35.94166667,138.345,2524m,山梨県 長野県,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.94166666666666/138.345
あみだだけ,阿弥陀岳,35.97222222,138.3588889,2805m,長野県,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.97222222222222/138.35888888888888
あらおだけ,荒雄岳,38.83305556,140.6916667,984m,宮城県,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.83305555555556/140.69166666666666
あらかいざん（たろうだけ）,荒海山（太郎岳）,37.03611111,139.6436111,1581m,福島県 栃木県,南会津・尾瀬,https://maps.gsi.go.jp/#15/37.03611111111111/139.6436111111111
あらかわだけ,荒川岳,35.49666667,138.1669444,3084m,静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.49666666666667/138.16694444444442
あらかわだけ,荒川岳,35.49416667,138.1641667,3068m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.494166666666665/138.16416666666666
あらさわだけ,荒沢岳,37.10055556,139.1480556,1969m,新潟県,越後山脈,https://maps.gsi.go.jp/#15/37.10055555555556/139.14805555555554
あらしまだけ,荒島岳,35.93416667,136.6013889,1523m,福井県,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.93416666666666/136.6013888888889
あらふねやま,荒船山,36.20388889,138.6372222,1423m,群馬県 長野県,関東山地,https://maps.gsi.go.jp/#15/36.20388888888889/138.63722222222222
ありあけやま,有明山,36.39111111,137.7705556,2268m,長野県,山脈北部,https://maps.gsi.go.jp/#15/36.39111111111111/137.77055555555557
ありあけやま,有明山,34.20444444,129.265,558m,長崎県,対馬,https://maps.gsi.go.jp/#15/34.20444444444445/129.265
あわがたけ,粟ヶ岳,37.55527778,139.1886111,1293m,新潟県,越後山脈,https://maps.gsi.go.jp/#15/37.555277777777775/139.18861111111113
あわがやま,粟鹿山,35.27277778,134.9155556,962m,兵庫県,中国山地東部,https://maps.gsi.go.jp/#15/35.272777777777776/134.91555555555556
あんぺいじやま,安平路山,35.63055556,137.7744444,2363m,長野県,木曽山脈,https://maps.gsi.go.jp/#15/35.63055555555555/137.77444444444447
いいづなやま（いいづなやま）,飯縄山（飯綱山）,36.73944444,138.1336111,1917m,長野県,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.739444444444445/138.1336111111111
いいでさん,飯豊山,37.85472222,139.7072222,2105m,福島県,飯豊山地,https://maps.gsi.go.jp/#15/37.85472222222222/139.7072222222222
いいのやま（さぬきふじ）,飯野山（讃岐富士）,34.27444444,133.8458333,422m,香川県,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.27444444444444/133.84583333333333
いいもりさん,飯森山,37.81388889,139.9255556,1595m,山形県 福島県,飯豊山地,https://maps.gsi.go.jp/#15/37.81388888888888/139.92555555555555
いおうざん,硫黄山,44.13333333,145.1613889,1562m,北海道,知床・阿寒,https://maps.gsi.go.jp/#15/44.13333333333333/145.1613888888889
いおうぜん,医王山,36.51277778,136.7961111,939m,富山県 石川県,白山山地,https://maps.gsi.go.jp/#15/36.51277777777778/136.79611111111112
いおうだけ,硫黄岳,35.99861111,138.37,2760m,長野県,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.99861111111111/138.37
いおうだけ,硫黄岳,36.38055556,137.6505556,2554m,長野県,山脈北部,https://maps.gsi.go.jp/#15/36.38055555555555/137.65055555555557
いおうだけ,硫黄岳,30.79305556,130.3052778,704m,鹿児島県,大隅諸島（薩摩硫黄島）,https://maps.gsi.go.jp/#15/30.793055555555558/130.3052777777778
いおうやま,硫黄山,30.48388889,140.3030556,394m,東京都,伊豆諸島（鳥島）,https://maps.gsi.go.jp/#15/30.483888888888888/140.30305555555557
いくしゅんべつだけ,幾春別岳,43.22694444,142.1594444,1068m,北海道,夕張山地,https://maps.gsi.go.jp/#15/43.22694444444445/142.15944444444446
いけぐちだけ,池口岳,35.33027778,138.0383333,2392m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.33027777777778/138.03833333333333
いけごややま,池木屋山,34.31611111,136.1294444,1396m,三重県 奈良県,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.316111111111105/136.12944444444446
いけのだいらやま,池平山,36.64111111,137.6258333,2561m,富山県,山脈北部,https://maps.gsi.go.jp/#15/36.64111111111111/137.62583333333333
いこまやま,生駒山,34.67833333,135.6788889,642m,大阪府 奈良県,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.67833333333333/135.67888888888888
いさなごさん,磯砂山,35.54861111,135.0380556,661m,京都府,丹波高地,https://maps.gsi.go.jp/#15/35.54861111111111/135.03805555555556
いしかりだけ,石狩岳,43.54666667,143.0222222,1967m,北海道,石狩山地,https://maps.gsi.go.jp/#15/43.54666666666667/143.02222222222224
いしずみさん,石墨山,33.73388889,132.9847222,1456m,愛媛県,四国山地西部,https://maps.gsi.go.jp/#15/33.73388888888889/132.98472222222222
いしたてざん,石立山,33.78472222,134.055,1708m,徳島県 高知県,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.78472222222222/134.055
いしづちさん,石鎚山,33.76777778,133.115,1982m,愛媛県,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.76777777777777/133.11499999999998
いしどうやま,石堂山,32.30027778,131.1677778,1547m,宮崎県,九州山地,https://maps.gsi.go.jp/#15/32.30027777777777/131.16777777777776
いずがたけ,伊豆ヶ岳,35.92694444,139.1605556,851m,埼玉県,関東山地,https://maps.gsi.go.jp/#15/35.926944444444445/139.16055555555556
いずしやま,出石山,33.535,132.4652778,812m,愛媛県,四国山地西部,https://maps.gsi.go.jp/#15/33.535/132.46527777777777
いずみがたけ,泉ヶ岳,38.41194444,140.7088889,1175m,宮城県,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.411944444444444/140.70888888888888
いたやだけ,板屋岳,35.51805556,138.1461111,2646m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.518055555555556/138.1461111111111
いちふさやま,市房山,32.31166667,131.1011111,1721m,熊本県 宮崎県,九州山地,https://maps.gsi.go.jp/#15/32.31166666666666/131.1011111111111
いっぱさんきゅうほう,１８３９峰,42.53944444,142.8080556,1842m,北海道,日高山脈,https://maps.gsi.go.jp/#15/42.53944444444444/142.80805555555557
いとうだけ,以東岳,38.34305556,139.8491667,1772m,山形県 新潟県,朝日山地,https://maps.gsi.go.jp/#15/38.34305555555556/139.8491666666667
いどんなっぷだけ,イドンナップ岳,42.63027778,142.6486111,1752m,北海道,日高山脈,https://maps.gsi.go.jp/#15/42.63027777777778/142.6486111111111
いなあらくらだけ,伊那荒倉岳,35.68916667,138.1941667,2519m,山梨県 長野県,赤石山脈北部,https://maps.gsi.go.jp/#15/35.689166666666665/138.19416666666666
いなおだけ,稲尾岳,31.12333333,130.8847222,930m,鹿児島県,九州南部,https://maps.gsi.go.jp/#15/31.123333333333335/130.88472222222222
いなにわだけ,稲庭岳,40.19861111,141.0461111,1078m,岩手県,奥羽山脈北部,https://maps.gsi.go.jp/#15/40.198611111111106/141.04611111111112
いなむらやま,稲叢山,33.74694444,133.3591667,1506m,高知県,四国山地西部,https://maps.gsi.go.jp/#15/33.746944444444445/133.35916666666665
いぬがたけ,犬ヶ岳,33.51222222,131.0016667,1131m,大分県 福岡県,筑紫山地,https://maps.gsi.go.jp/#15/33.51222222222222/131.00166666666666
いぬがだけ,犬ヶ岳,36.90694444,137.7155556,1592m,新潟県 富山県,山脈北部,https://maps.gsi.go.jp/#15/36.90694444444444/137.71555555555554
いぬなきやま（くまがしろ）,犬鳴山（熊ヶ城）,33.68722222,130.5491667,584m,福岡県,筑紫山地,https://maps.gsi.go.jp/#15/33.68722222222222/130.54916666666668
いのかわだけ,井之川岳,27.77861111,128.9830556,645m,鹿児島県,奄美群島（徳之島）,https://maps.gsi.go.jp/#15/27.77861111111111/128.98305555555555
いぶきやま,伊吹山,35.41777778,136.4063889,1377m,滋賀県,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.41777777777777/136.4063888888889
いまきらだけ,イマキラ岳,29.14444444,129.2080556,292m,鹿児島県,（宝島）,https://maps.gsi.go.jp/#15/29.144444444444445/129.20805555555555
いまのやま,今ノ山,32.8575,132.8502778,868m,高知県,四国山地西部,https://maps.gsi.go.jp/#15/32.8575/132.85027777777776
いよがたけ,伊予ヶ岳,35.10722222,139.9138889,336m,千葉県,房総・三浦,https://maps.gsi.go.jp/#15/35.10722222222223/139.9138888888889
いよふじ,伊予富士,33.78805556,133.2480556,1756m,愛媛県 高知県,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.78805555555555/133.24805555555554
いらずやま,不入山,33.44083333,133.0630556,1336m,高知県,四国山地西部,https://maps.gsi.go.jp/#15/33.44083333333333/133.06305555555556
いるむけっぷやま,イルムケップ山,43.62916667,142.1102778,864m,北海道,夕張山地,https://maps.gsi.go.jp/#15/43.62916666666667/142.11027777777778
いわいがめやま,祝瓶山　,38.1975,139.8797222,1417m,山形県,朝日山地,https://maps.gsi.go.jp/#15/38.1975/139.87972222222223
いわきさん,岩木山,40.65583333,140.3030556,1625m,青森県,白神山地,https://maps.gsi.go.jp/#15/40.655833333333334/140.30305555555557
いわごやざわだけ,岩小屋沢岳,36.57694444,137.7133333,2630m,富山県 長野県,山脈北部,https://maps.gsi.go.jp/#15/36.57694444444445/137.7133333333333
いわすげやま,岩菅山,36.75277778,138.5680556,2341m,長野県,苗場山・白根山・浅間山,https://maps.gsi.go.jp/#15/36.75277777777778/138.56805555555556
いわすげやま,岩菅山,36.74194444,138.5594444,2295m,長野県,苗場山・白根山・浅間山,https://maps.gsi.go.jp/#15/36.74194444444444/138.55944444444447
いわてさん,岩手山,39.8525,141.0011111,2038m,岩手県,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.8525/141.0011111111111
いわべだけ,岩部岳,41.52722222,140.3108333,794m,北海道,渡島半島,https://maps.gsi.go.jp/#15/41.52722222222222/140.31083333333333
いわわきさん,岩湧山,34.37416667,135.5511111,897m,大阪府,生駒・金剛・和泉山地,https://maps.gsi.go.jp/#15/34.37416666666667/135.5511111111111
うぇんしりだけ,ウェンシリ岳,44.22888889,142.8763889,1142m,北海道,北見山地,https://maps.gsi.go.jp/#15/44.22888888888889/142.8763888888889
うきだけ,浮嶽,33.47,130.0991667,805m,福岡県 佐賀県,筑紫山地,https://maps.gsi.go.jp/#15/33.47/130.0991666666667
うこたきぬぷり,ウコタキヌプリ,43.20833333,143.7975,747m,北海道,白糠丘陵,https://maps.gsi.go.jp/#15/43.208333333333336/143.79749999999998
うさぎだけ,兎岳,35.42861111,138.1211111,2818m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.42861111111111/138.1211111111111
うしだけ,牛岳,36.54111111,137.0316667,987m,富山県,高地,https://maps.gsi.go.jp/#15/36.54111111111111/137.03166666666667
うしまわしやま,牛廻山,33.94888889,135.6313889,1207m,奈良県 和歌山県,紀伊山地西部,https://maps.gsi.go.jp/#15/33.94888888888889/135.6313888888889
うしろやま,後山,35.18694444,134.4111111,1344m,岡山県 兵庫県,中国山地東部,https://maps.gsi.go.jp/#15/35.18694444444444/134.41111111111112
うすざん,有珠山,42.54388889,140.8391667,733m,北海道,支笏・洞爺・積丹,https://maps.gsi.go.jp/#15/42.54388888888889/140.83916666666667
うたがきやま,歌垣山,34.97416667,135.4766667,553m,大阪府,丹波高地,https://maps.gsi.go.jp/#15/34.97416666666667/135.47666666666666
うつぎだけ,空木岳,35.71888889,137.8172222,2864m,長野県,木曽山脈,https://maps.gsi.go.jp/#15/35.71888888888889/137.81722222222223
うつくしがはら,美ヶ原,36.22583333,138.1075,2034m,長野県,筑摩山地,https://maps.gsi.go.jp/#15/36.225833333333334/138.1075
うつだけ,欝岳,44.29166667,143.0825,818m,北海道,北見山地,https://maps.gsi.go.jp/#15/44.291666666666664/143.0825
うなべつだけ,海別岳,43.87694444,144.8766667,1419m,北海道,知床・阿寒,https://maps.gsi.go.jp/#15/43.87694444444445/144.87666666666666
うねびやま,畝傍山,34.4925,135.7847222,199m,奈良県,奈良盆地,https://maps.gsi.go.jp/#15/34.4925/135.78472222222223
うばがたけ,姥ヶ岳,35.80944444,136.5058333,1454m,福井県,越美・伊吹山地,https://maps.gsi.go.jp/#15/35.809444444444445/136.50583333333333
うぺぺさんけやま,ウペペサンケ山,43.38944444,143.0819444,1848m,北海道,石狩山地,https://maps.gsi.go.jp/#15/43.38944444444444/143.08194444444444
うまみやま,馬見山,33.48638889,130.7677778,978m,福岡県,筑紫山地,https://maps.gsi.go.jp/#15/33.48638888888889/130.76777777777778
うらぶだけ,宇良部岳,24.45277778,123.0055556,231m,沖縄県,八重山列島（与那国島）,https://maps.gsi.go.jp/#15/24.452777777777775/123.00555555555556
うんげつやま,雲月山,34.80222222,132.2388889,911m,島根県 広島県,中国山地西部,https://maps.gsi.go.jp/#15/34.80222222222222/132.23888888888888
うんぜんだけ,雲仙岳,32.76,130.2922222,1359m,長崎県,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.76/130.29222222222222
うんぜんだけ,雲仙岳,32.76138889,130.2988889,1483m,長崎県,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.76138888888889/130.29888888888888
うんぺんじさん,雲辺寺山,34.03527778,133.7230556,927m,香川県 徳島県,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.03527777777778/133.72305555555556
えさおまんとったべつだけ,エサオマントッタベツ岳,42.68916667,142.7577778,1902m,北海道,日高山脈,https://maps.gsi.go.jp/#15/42.689166666666665/142.7577777777778
えさん,恵山,41.80472222,141.1661111,618m,北海道,渡島半島,https://maps.gsi.go.jp/#15/41.80472222222222/141.16611111111112
えしろやま（つのだけ）,江代山（津野岳）,32.37055556,131.0761111,1607m,熊本県 宮崎県,九州山地,https://maps.gsi.go.jp/#15/32.370555555555555/131.07611111111112
えっちゅうざわだけ,越中沢岳,36.515,137.5830556,2592m,富山県,山脈北部,https://maps.gsi.go.jp/#15/36.515/137.58305555555555
えなさん,恵那山,35.44361111,137.5972222,2191m,長野県 岐阜県,木曽山脈,https://maps.gsi.go.jp/#15/35.44361111111111/137.59722222222223
えにわだけ,恵庭岳,42.79333333,141.2852778,1320m,北海道,支笏・洞爺・積丹,https://maps.gsi.go.jp/#15/42.79333333333333/141.28527777777776
えぶりさしだけ,?差岳,37.9425,139.6088889,1636m,新潟県,飯豊山地,https://maps.gsi.go.jp/#15/37.942499999999995/139.60888888888888
えぼしだけ,烏帽子岳,36.47944444,137.6508333,2628m,富山県 長野県,山脈北部,https://maps.gsi.go.jp/#15/36.47944444444445/137.65083333333334
えぼしだけ,烏帽子岳,35.55361111,138.1536111,2726m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.55361111111111/138.1536111111111
えぼしだけ（にゅうとうざん）,烏帽子岳（乳頭山）,39.805,140.8386111,1478m,岩手県 秋田県,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.805/140.83861111111113
えらだけ,江良岳,41.51,139.3672222,732m,北海道,渡島大島,https://maps.gsi.go.jp/#15/41.51/139.36722222222224
おあかんだけ,雄阿寒岳,43.45416667,144.1647222,1370m,北海道,知床・阿寒,https://maps.gsi.go.jp/#15/43.45416666666667/144.16472222222222
おいけだけ,御池岳,35.17861111,136.415,1247m,滋賀県,鈴鹿・布引山地,https://maps.gsi.go.jp/#15/35.17861111111111/136.415
おいしがみね,生石ヶ峰,34.105,135.3341667,870m,和歌山県,紀伊山地西部,https://maps.gsi.go.jp/#15/34.105000000000004/135.33416666666667
おいずるがだけ,笈ヶ岳,36.29861111,136.7922222,1841m,富山県 石川県 岐阜県,白山山地,https://maps.gsi.go.jp/#15/36.29861111111111/136.79222222222222
おうぎのせん,扇ノ山,35.43972222,134.4408333,1310m,鳥取県,中国山地東部,https://maps.gsi.go.jp/#15/35.439722222222215/134.44083333333333
おおあまみやま,大雨見山,36.25333333,137.2986111,1336m,岐阜県,高地,https://maps.gsi.go.jp/#15/36.25333333333333/137.29861111111111
おおえたかやま,大江高山,35.06388889,132.4286111,808m,島根県,中国山地中部,https://maps.gsi.go.jp/#15/35.06388888888888/132.4286111111111
おおえやま（せんじょうがたけ）,大江山（千丈ヶ嶽）,35.45333333,135.1066667,832m,京都府,丹波高地,https://maps.gsi.go.jp/#15/35.45333333333333/135.10666666666665
おおかごだけ,大籠岳,35.59305556,138.2433333,2767m,山梨県 静岡県,赤石山脈北部,https://maps.gsi.go.jp/#15/35.59305555555556/138.2433333333333
おおがさやま,大笠山,36.32055556,136.7897222,1822m,富山県 石川県,白山山地,https://maps.gsi.go.jp/#15/36.32055555555556/136.78972222222222
おおからまつやま,大唐松山,35.62166667,138.2694444,2561m,山梨県,赤石山脈北部,https://maps.gsi.go.jp/#15/35.62166666666667/138.26944444444444
おおくえやま,大崩山,32.73777778,131.5130556,1644m,宮崎県,九州山地,https://maps.gsi.go.jp/#15/32.73777777777778/131.51305555555555
おおぐすやま,大楠山,35.25,139.6280556,241m,神奈川県,房総・三浦,https://maps.gsi.go.jp/#15/35.25/139.62805555555556
おおくらやま,大倉山,35.13361111,133.3552778,1112m,鳥取県,中国山地中部,https://maps.gsi.go.jp/#15/35.13361111111111/133.3552777777778
おおざさん,皇座山,33.85305556,132.1422222,526m,山口県,瀬戸内海（柳井市南方）,https://maps.gsi.go.jp/#15/33.85305555555556/132.14222222222222
おおさびやま,大佐飛山,37.06361111,139.8444444,1908m,栃木県,那須・日光,https://maps.gsi.go.jp/#15/37.06361111111111/139.84444444444446
おおさやま,大佐山,34.74777778,132.2013889,1069m,島根県 広島県,中国山地西部,https://maps.gsi.go.jp/#15/34.74777777777778/132.20138888888888
おおさわだけ,大沢岳,35.44888889,138.1202778,2820m,長野県 静岡県,赤石山脈南部,https://maps.gsi.go.jp/#15/35.44888888888889/138.12027777777777
おおじやま,大地山,37.95861111,138.4797222,646m,新潟県,佐渡,https://maps.gsi.go.jp/#15/37.95861111111111/138.47972222222222
おおだいがはらざん,大台ヶ原山,34.18527778,136.1091667,1695m,奈良県 三重県,紀伊山地東部（大台原山とその周辺）,https://maps.gsi.go.jp/#15/34.18527777777778/136.10916666666665
